week,goldstein
2000-01-02,4.775
2000-01-09,2.457692307692308
2000-01-16,2.6658767772511847
2000-01-23,1.9642201834862385
2000-01-30,0.589
2000-02-06,0.7171428571428571
2000-02-13,2.2731707317073173
2000-02-20,2.3680000000000003
2000-02-27,0.46842105263157896
2000-03-05,3.3684210526315788
2000-03-12,-2.3600000000000003
2000-03-19,3.854878048780488
2000-03-26,1.7999999999999998
2000-04-02,5.109677419354839
2000-04-09,1.456140350877193
2000-04-16,2.5647058823529414
2000-04-23,3.3699999999999997
2000-04-30,1.1866666666666665
2000-05-07,-2.0
2000-05-14,2.5999999999999996
2000-05-21,6.0
2000-05-28,7.4
2000-06-04,2.235897435897436
2000-06-11,3.825
2000-06-18,3.55
2000-06-25,2.9085714285714284
2000-07-02,2.0981651376146786
2000-07-09,-0.5783783783783785
2000-07-16,2.8701492537313436
2000-07-23,1.9405405405405405
2000-07-30,1.306
2000-08-06,2.759677419354839
2000-08-13,1.4688888888888887
2000-08-20,2.67037037037037
2000-08-27,2.6599999999999997
2000-09-03,3.4627906976744187
2000-09-10,2.008
2000-09-17,3.9541666666666666
2000-09-24,3.0759493670886076
2000-10-01,3.1666666666666665
2000-10-08,3.838235294117647
2000-10-15,3.217543859649123
2000-10-22,3.1221789883268483
2000-10-29,3.4400000000000004
2000-11-05,5.336842105263158
2000-11-12,1.8400000000000003
2000-11-19,0.43076923076923074
2000-11-26,2.9665384615384616
2000-12-03,1.9669064748201437
2000-12-10,3.5270718232044196
2000-12-17,2.0654088050314465
2000-12-24,2.803703703703704
2000-12-31,2.8752873563218393
2001-01-07,1.8224806201550388
2001-01-14,3.25
2001-01-21,2.276068376068376
2001-01-28,2.6625
2001-02-04,2.8559386973180074
2001-02-11,3.9432432432432436
2001-02-18,2.4328502415458937
2001-02-25,2.5657534246575344
2001-03-04,2.982795698924731
2001-03-11,3.5544334975369454
2001-03-18,2.889275568181818
2001-03-25,2.4551282051282053
2001-04-01,3.228
2001-04-08,3.521951219512195
2001-04-15,2.0857142857142854
2001-04-22,3.076190476190476
2001-04-29,2.9794117647058824
2001-05-06,2.8555555555555556
2001-05-13,3.268965517241379
2001-05-20,2.576190476190476
2001-05-27,3.2353846153846155
2001-06-03,2.6225
2001-06-10,0.3793103448275862
2001-06-17,3.264864864864865
2001-06-24,2.6583333333333337
2001-07-01,1.5945945945945945
2001-07-08,2.786538461538462
2001-07-15,2.503125
2001-07-22,2.2
2001-07-29,3.8
2001-08-05,0.8152941176470588
2001-08-12,3.0479591836734694
2001-08-19,1.7318840579710144
2001-08-26,2.5448979591836736
2001-09-02,3.4144144144144146
2001-09-09,1.8938235294117647
2001-09-16,2.5407079646017703
2001-09-23,2.6264150943396225
2001-09-30,2.831818181818182
2001-10-07,3.2430555555555554
2001-10-14,3.175
2001-10-21,3.1171717171717175
2001-10-28,2.4314814814814816
2001-11-04,3.8517241379310345
2001-11-11,3.0890909090909093
2001-11-18,2.7990291262135925
2001-11-25,3.056896551724138
2001-12-02,2.708270676691729
2001-12-09,2.410810810810811
2001-12-16,1.95
2001-12-23,2.7675675675675673
2001-12-30,4.078571428571428
2002-01-06,4.07
2002-01-13,3.1370370370370373
2002-01-20,2.3499999999999996
2002-01-27,3.913793103448276
2002-02-03,-1.3590909090909091
2002-02-10,3.103921568627451
2002-02-17,1.49064039408867
2002-02-24,1.7905555555555557
2002-03-03,2.192134831460674
2002-03-10,2.923529411764706
2002-03-17,2.408888888888889
2002-03-24,2.442253521126761
2002-03-31,1.345
2002-04-07,2.9683544303797467
2002-04-14,0.9684210526315788
2002-04-21,2.7384615384615385
2002-04-28,1.4525641025641025
2002-05-05,-0.17272727272727276
2002-05-12,1.032258064516129
2002-05-19,-0.5314814814814814
2002-05-26,1.570748299319728
2002-06-02,3.2775
2002-06-09,2.0145454545454546
2002-06-16,1.3155555555555556
2002-06-23,2.8551724137931034
2002-06-30,2.5921052631578947
2002-07-07,-0.48000000000000015
2002-07-14,2.3
2002-07-21,2.4819209039548022
2002-07-28,2.5
2002-08-04,2.828235294117647
2002-08-11,2.8800000000000003
2002-08-18,2.4172413793103447
2002-08-25,3.5338461538461536
2002-09-01,1.5524999999999998
2002-09-08,3.838235294117647
2002-09-15,5.276315789473684
2002-09-22,2.2444444444444445
2002-09-29,3.1535714285714285
2002-10-06,2.318604651162791
2002-10-13,0.8999999999999999
2002-10-20,4.0249999999999995
2002-10-27,2.201904761904762
2002-11-03,3.272222222222222
2002-11-10,6.457142857142857
2002-11-17,-1.6666666666666667
2002-11-24,1.2733333333333334
2002-12-01,3.8761904761904766
2002-12-08,3.3460526315789476
2002-12-15,2.001123595505618
2002-12-22,2.7077348066298343
2002-12-29,3.029494382022472
2003-01-05,3.434883720930232
2003-01-12,2.2548387096774194
2003-01-19,2.030718954248366
2003-01-26,4.8238095238095235
2003-02-02,4.783333333333333
2003-02-09,2.4871794871794872
2003-02-16,1.423
2003-02-23,3.75
2003-03-02,0.3966101694915254
2003-03-09,2.9223958333333333
2003-03-16,2.653002070393375
2003-03-23,2.643410852713178
2003-03-30,3.7591836734693875
2003-04-06,0.8409090909090909
2003-04-13,3.6470588235294117
2003-04-20,2.7222222222222223
2003-04-27,3.642622950819672
2003-05-04,3.081818181818182
2003-05-11,1.271111111111111
2003-05-18,3.1466666666666665
2003-05-25,2.898214285714286
2003-06-01,1.4485106382978723
2003-06-08,2.7798029556650246
2003-06-15,0.8451612903225806
2003-06-22,1.4462025316455696
2003-06-29,2.7153846153846155
2003-07-06,2.9745238095238093
