week,goldstein
2000-01-09,-0.5823529411764705
2000-01-16,-1.5277777777777777
2000-01-23,2.4541666666666666
2000-01-30,1.68
2000-02-06,-0.4071428571428572
2000-02-13,5.142857142857143
2000-02-20,0.9333333333333333
2000-02-27,1.6607843137254903
2000-03-05,1.64
2000-03-12,1.355
2000-03-19,2.7680000000000002
2000-03-26,-1.4702702702702701
2000-04-02,-3.9499999999999997
2000-04-09,1.1940298507462686
2000-04-16,0.23728813559322032
2000-04-23,1.1275862068965519
2000-04-30,3.4421052631578952
2000-05-07,1.4000000000000001
2000-05-14,3.5200000000000005
2000-05-21,1.046153846153846
2000-05-28,0.44090909090909086
2000-06-04,0.29374999999999996
2000-06-11,0.9974358974358974
2000-06-18,2.49375
2000-06-25,-0.9636363636363637
2000-07-02,-0.38
2000-07-09,-0.5666666666666667
2000-07-16,-0.4800000000000001
2000-07-23,1.5230769230769232
2000-07-30,0.6
2000-08-06,3.435714285714286
2000-08-13,-5.377272727272727
2000-08-20,-2.142857142857143
2000-08-27,-8.0
2000-09-03,-0.14054054054054058
2000-09-10,3.179310344827586
2000-09-17,1.2604651162790697
2000-09-24,-1.7999999999999998
2000-10-01,-1.09
2000-10-08,0.23600000000000002
2000-10-15,-3.691780821917808
2000-10-22,1.2064814814814813
2000-10-29,1.2344827586206895
2000-11-05,-0.7439999999999999
2000-11-12,-1.5466666666666666
2000-11-19,-3.584090909090909
2000-11-26,-0.9764705882352942
2000-12-03,-2.5545454545454547
2000-12-10,1.1545454545454545
2000-12-17,-0.09180327868852464
2000-12-24,-2.7473684210526317
2000-12-31,3.6833333333333336
2001-01-07,-1.1377777777777778
2001-01-14,1.303030303030303
2001-01-21,0.7761904761904762
2001-01-28,-0.08799999999999997
2001-02-04,-1.8
2001-02-11,1.5444444444444445
2001-02-18,-1.313793103448276
2001-02-25,1.42
2001-03-04,2.5707692307692307
2001-03-11,-3.757142857142857
2001-03-18,-0.5083333333333333
2001-03-25,2.6619047619047618
2001-04-01,1.34375
2001-04-08,1.1784615384615384
2001-04-15,1.9065217391304348
2001-04-22,-0.9368421052631579
2001-04-29,1.5096774193548386
2001-05-06,-6.192592592592592
2001-05-13,-2.738095238095238
2001-05-20,-1.3465116279069766
2001-05-27,-1.2678571428571428
2001-06-03,-2.5921875
2001-06-10,0.6647058823529411
2001-06-17,0.2892857142857143
2001-06-24,-3.628682170542636
2001-07-01,0.5339622641509434
2001-07-08,1.6716666666666666
2001-07-15,-0.06750000000000005
2001-07-22,-1.323076923076923
2001-07-29,2.35
2001-08-05,-0.5208333333333333
2001-08-12,-0.9571428571428572
2001-08-19,-1.3821428571428573
2001-08-26,0.7999999999999999
2001-09-02,1.1714285714285713
2001-09-09,0.4765957446808511
2001-09-16,-1.6767213114754098
2001-09-23,0.7176190476190476
2001-09-30,0.6233490566037736
2001-10-07,-0.44554455445544555
2001-10-14,-1.4921708185053382
2001-10-21,-1.6972972972972973
2001-10-28,-0.48878048780487804
2001-11-04,-0.46765957446808515
2001-11-11,0.5706521739130435
2001-11-18,-1.5948275862068966
2001-11-25,2.016867469879518
2001-12-02,0.3238805970149254
2001-12-09,-0.46838235294117647
2001-12-16,-0.1025
2001-12-23,-1.0158415841584159
2001-12-30,-1.0205882352941178
2002-01-06,-1.114516129032258
2002-01-13,-0.912621359223301
2002-01-20,0.9931372549019608
2002-01-27,1.2590425531914893
2002-02-03,0.847111111111111
2002-02-10,0.6642276422764228
2002-02-17,-1.604123711340206
2002-02-24,-1.1760869565217391
2002-03-03,2.0865573770491803
2002-03-10,0.5369863013698629
2002-03-17,0.7885245901639343
2002-03-24,1.7148148148148148
2002-03-31,2.609154929577465
2002-04-07,0.8426229508196721
2002-04-14,1.9446280991735538
2002-04-21,0.6352
2002-04-28,1.7960199004975124
2002-05-05,1.7291666666666667
2002-05-12,0.9785123966942149
2002-05-19,1.0278481012658227
2002-05-26,0.5969696969696969
2002-06-02,-3.208108108108108
2002-06-09,2.2055555555555557
2002-06-16,1.051923076923077
2002-06-23,-0.7836538461538461
2002-06-30,2.117910447761194
2002-07-07,0.8833333333333333
2002-07-14,1.6859154929577465
2002-07-21,1.8866336633663365
2002-07-28,1.7894736842105263
2002-08-04,2.0811965811965814
2002-08-11,-0.3975
2002-08-18,0.7101010101010101
2002-08-25,0.7814102564102564
2002-09-01,0.21656441717791405
2002-09-08,-1.0280701754385966
2002-09-15,0.3007751937984496
2002-09-22,1.8
2002-09-29,3.07741935483871
2002-10-06,0.5285714285714286
2002-10-13,0.7387755102040817
2002-10-20,0.6679999999999999
2002-10-27,0.8378787878787879
2002-11-03,0.6428571428571429
2002-11-10,-1.9140625
2002-11-17,1.61875
2002-11-24,0.08317757009345793
2002-12-01,0.689041095890411
2002-12-08,1.4876288659793815
2002-12-15,1.8303030303030303
2002-12-22,1.2607843137254902
2002-12-29,-0.10684931506849311
2003-01-05,0.2121951219512195
2003-01-12,1.1096774193548387
2003-01-19,1.8441176470588236
2003-01-26,-1.8843137254901963
2003-02-02,1.3260563380281691
2003-02-09,1.7511363636363635
2003-02-16,-1.9839285714285713
2003-02-23,-0.5384615384615384
2003-03-02,-0.4651515151515152
2003-03-09,0.8464285714285714
2003-03-16,-2.5942307692307693
2003-03-23,-0.5089108910891089
2003-03-30,-0.8158730158730159
2003-04-06,-2.4171875
2003-04-13,-2.0764705882352943
2003-04-20,1.387378640776699
2003-04-27,0.06382978723404255
2003-05-04,1.7369918699186992
2003-05-11,-1.5999999999999999
2003-05-18,-1.333785617367707
2003-05-25,-0.5859778597785978
